state,district,pincode,pincode_total,district_avg,state_avg
Telangana,Rajanna Sircilla,505307,30,1.7647058823529411,1.7647058823529411
Telangana,Rajanna Sircilla,505401,2,1.0,1.0
Telangana,Rajanna Sircilla,505402,22,1.5714285714285714,1.5714285714285714
Telangana,Rajanna Sircilla,505403,29,1.6111111111111112,1.6111111111111112
Telangana,Rajanna Sircilla,505404,37,1.6818181818181819,1.6818181818181819
Telangana,Rajanna Sircilla,505405,46,1.9166666666666667,1.9166666666666667
Telangana,Rajanna Sircilla,505524,16,1.4545454545454546,1.4545454545454546
Telangana,Rajanna Sircilla,505528,3,1.0,1.0
Telangana,Rajanna Sircilla,505530,4,1.0,1.0
Telangana,Ranga Reddy,500079,284,284.0,284.0
Telangana,Rangareddy,500068,4,1.0,1.0
Telangana,Rangareddy,501505,59,2.185185185185185,2.185185185185185
Telangana,Rangareddy,501510,35,1.5909090909090908,1.5909090909090908
Telangana,Rangareddy,501511,36,1.7142857142857142,1.7142857142857142
Telangana,Rangareddy,501512,6,1.0,1.0
Telangana,Rangareddy,509207,8,1.1428571428571428,1.1428571428571428
Telangana,Sangareddy,502001,101,3.3666666666666667,3.3666666666666667
Telangana,Sangareddy,502032,237,6.771428571428571,6.771428571428571
Telangana,Sangareddy,502210,29,1.5263157894736843,1.5263157894736843
Telangana,Sangareddy,502220,79,3.0384615384615383,3.0384615384615383
Telangana,Sangareddy,502221,29,1.7058823529411764,1.7058823529411764
Telangana,Sangareddy,502228,11,1.8333333333333333,1.8333333333333333
Telangana,Sangareddy,502246,21,1.4,1.4
Telangana,Sangareddy,502249,19,1.2666666666666666,1.2666666666666666
Telangana,Sangareddy,502251,17,1.4166666666666667,1.4166666666666667
Telangana,Sangareddy,502256,10,1.25,1.25
Telangana,Sangareddy,502257,18,1.2,1.2
Telangana,Sangareddy,502269,12,1.0909090909090908,1.0909090909090908
Telangana,Sangareddy,502270,45,2.142857142857143,2.142857142857143
Telangana,Sangareddy,502273,44,2.0,2.0
Telangana,Sangareddy,502285,18,1.2,1.2
Telangana,Sangareddy,502286,68,2.193548387096774,2.193548387096774
Telangana,Sangareddy,502287,28,1.5555555555555556,1.5555555555555556
Telangana,Sangareddy,502290,2,1.0,1.0
Telangana,Sangareddy,502291,125,4.032258064516129,4.032258064516129
Telangana,Sangareddy,502293,16,1.0666666666666667,1.0666666666666667
Telangana,Sangareddy,502294,12,1.2,1.2
Telangana,Sangareddy,502295,40,1.8181818181818181,1.8181818181818181
Telangana,Sangareddy,502296,29,1.6111111111111112,1.6111111111111112
Telangana,Sangareddy,502300,29,1.45,1.45
Telangana,Sangareddy,502305,2,1.0,1.0
Telangana,Sangareddy,502306,41,2.1578947368421053,2.1578947368421053
Telangana,Sangareddy,502307,22,1.2222222222222223,1.2222222222222223
Telangana,Sangareddy,502313,28,1.4,1.4
Telangana,Sangareddy,502314,6,1.0,1.0
Telangana,Sangareddy,502318,44,2.0,2.0
Telangana,Sangareddy,502319,121,3.903225806451613,3.903225806451613
Telangana,Sangareddy,502321,21,1.5,1.5
Telangana,Sangareddy,502324,1,1.0,1.0
Telangana,Sangareddy,502329,12,1.3333333333333333,1.3333333333333333
Telangana,Sangareddy,502345,29,1.9333333333333333,1.9333333333333333
Telangana,Sangareddy,502371,12,1.3333333333333333,1.3333333333333333
Telangana,Siddipet,502102,31,1.4761904761904763,1.4761904761904763
Telangana,Siddipet,502103,125,3.676470588235294,3.676470588235294
Telangana,Siddipet,502107,43,1.72,1.72
Telangana,Siddipet,502108,67,2.576923076923077,2.576923076923077
Telangana,Siddipet,502114,36,1.894736842105263,1.894736842105263
Telangana,Siddipet,502247,48,2.2857142857142856,2.2857142857142856
Telangana,Siddipet,502267,12,1.3333333333333333,1.3333333333333333
Telangana,Siddipet,502276,35,1.6666666666666667,1.6666666666666667
Telangana,Siddipet,502277,35,1.9444444444444444,1.9444444444444444
Telangana,Siddipet,502278,80,2.857142857142857,2.857142857142857
Telangana,Siddipet,502279,60,2.2222222222222223,2.2222222222222223
Telangana,Siddipet,502280,11,1.375,1.375
Telangana,Siddipet,502281,18,1.2,1.2
Telangana,Siddipet,502301,26,1.5294117647058822,1.5294117647058822
Telangana,Siddipet,502310,10,1.1111111111111112,1.1111111111111112
Telangana,Siddipet,502311,13,1.1818181818181819,1.1818181818181819
Telangana,Siddipet,502312,15,1.3636363636363635,1.3636363636363635
Telangana,Siddipet,502334,15,1.25,1.25
Telangana,Siddipet,502336,16,1.4545454545454546,1.4545454545454546
Telangana,Siddipet,502372,31,1.8235294117647058,1.8235294117647058
Telangana,Siddipet,502375,36,1.8,1.8
Telangana,Siddipet,505466,24,1.3333333333333333,1.3333333333333333
Telangana,Siddipet,505467,53,2.2083333333333335,2.2083333333333335
Telangana,Siddipet,505472,1,1.0,1.0
Telangana,Siddipet,505473,25,1.3888888888888888,1.3888888888888888
Telangana,Siddipet,505528,16,1.6,1.6
Telangana,Siddipet,505530,7,1.1666666666666667,1.1666666666666667
Telangana,Siddipet,506223,41,1.7826086956521738,1.7826086956521738
Telangana,Siddipet,506224,16,1.6,1.6
Telangana,Siddipet,506355,21,1.4,1.4
Telangana,Siddipet,506367,29,1.6111111111111112,1.6111111111111112
Telangana,Suryapet,508111,4,1.0,1.0
Telangana,Suryapet,508201,55,2.1153846153846154,2.1153846153846154
Telangana,Suryapet,508204,85,2.9310344827586206,2.9310344827586206
Telangana,Suryapet,508206,85,2.5757575757575757,2.5757575757575757
Telangana,Suryapet,508212,58,2.32,2.32
Telangana,Suryapet,508213,236,6.742857142857143,6.742857142857143
Telangana,Suryapet,508218,76,2.533333333333333,2.533333333333333
Telangana,Suryapet,508221,98,3.161290322580645,3.161290322580645
Telangana,Suryapet,508222,60,2.4,2.4
Telangana,Suryapet,508223,77,2.8518518518518516,2.8518518518518516
Telangana,Suryapet,508224,1,1.0,1.0
Telangana,Suryapet,508233,47,1.8076923076923077,1.8076923076923077
Telangana,Suryapet,508234,51,2.04,2.04
Telangana,Suryapet,508238,10,1.1111111111111112,1.1111111111111112
Telangana,Suryapet,508246,70,2.3333333333333335,2.3333333333333335
Telangana,Suryapet,508279,56,2.24,2.24
Telangana,Suryapet,508280,70,2.5925925925925926,2.5925925925925926
Telangana,Suryapet,508355,4,1.0,1.0
Telangana,Suryapet,508376,42,1.5555555555555556,1.5555555555555556
Telangana,Vikarabad,501101,225,7.03125,7.03125
Telangana,Vikarabad,501102,2,1.0,1.0
Telangana,Vikarabad,501106,49,2.3333333333333335,2.3333333333333335
Telangana,Vikarabad,501111,21,1.4,1.4
Telangana,Vikarabad,501121,52,2.1666666666666665,2.1666666666666665
Telangana,Vikarabad,501141,109,3.5161290322580645,3.5161290322580645
Telangana,Vikarabad,501142,47,2.1363636363636362,2.1363636363636362
Telangana,Vikarabad,501143,43,2.263157894736842,2.263157894736842
Telangana,Vikarabad,501144,42,1.9090909090909092,1.9090909090909092
Telangana,Vikarabad,501158,31,1.8235294117647058,1.8235294117647058
Telangana,Vikarabad,501202,85,3.0357142857142856,3.0357142857142856
Telangana,Vikarabad,501203,11,1.2222222222222223,1.2222222222222223
Telangana,Vikarabad,501501,148,4.933333333333334,4.933333333333334
Telangana,Vikarabad,501502,98,3.3793103448275863,3.3793103448275863
Telangana,Vikarabad,501503,6,1.0,1.0
Telangana,Vikarabad,502210,5,1.6666666666666667,1.6666666666666667
Telangana,Vikarabad,502321,1,1.0,1.0
Telangana,Vikarabad,502345,3,1.0,1.0
Telangana,Vikarabad,509335,59,2.4583333333333335,2.4583333333333335
Telangana,Vikarabad,509336,129,4.448275862068965,4.448275862068965
Telangana,Vikarabad,509338,108,3.375,3.375
Telangana,Vikarabad,509339,1,1.0,1.0
Telangana,Vikarabad,509340,16,1.4545454545454546,1.4545454545454546
Telangana,Vikarabad,509350,73,3.0416666666666665,3.0416666666666665
Telangana,Wanaparthy,509103,150,4.411764705882353,4.411764705882353
Telangana,Wanaparthy,509104,131,4.678571428571429,4.678571428571429
Telangana,Wanaparthy,509105,47,2.0434782608695654,2.0434782608695654
Telangana,Wanaparthy,509110,26,2.0,2.0
Telangana,Wanaparthy,509120,109,3.6333333333333333,3.6333333333333333
Telangana,Wanaparthy,509130,54,2.25,2.25
Telangana,Wanaparthy,509131,48,1.92,1.92
Telangana,Wanaparthy,509203,2,1.0,1.0
Telangana,Wanaparthy,509206,112,3.6129032258064515,3.6129032258064515
Telangana,Wanaparthy,509235,8,1.3333333333333333,1.3333333333333333
Telangana,Wanaparthy,509380,69,2.3,2.3
Telangana,Wanaparthy,509381,73,2.92,2.92
Telangana,Wanaparthy,509382,22,1.4666666666666666,1.4666666666666666
Telangana,Warangal,506001,16,1.4545454545454546,1.4545454545454546
Telangana,Warangal,506002,74,2.466666666666667,2.466666666666667
Telangana,Warangal,506003,17,1.4166666666666667,1.4166666666666667
Telangana,Warangal,506004,2,1.0,1.0
Telangana,Warangal,506005,21,2.1,2.1
Telangana,Warangal,506006,15,1.3636363636363635,1.3636363636363635
Telangana,Warangal,506007,2,1.0,1.0
Telangana,Warangal,506009,8,1.0,1.0
Telangana,Warangal,506013,16,1.3333333333333333,1.3333333333333333
Telangana,Warangal,506015,2,1.0,1.0
Telangana,Warangal,506101,96,3.2,3.2
Telangana,Warangal,506104,31,1.631578947368421,1.631578947368421
Telangana,Warangal,506105,33,1.5714285714285714,1.5714285714285714
Telangana,Warangal,506112,35,1.8421052631578947,1.8421052631578947
Telangana,Warangal,506122,46,2.0,2.0
Telangana,Warangal,506132,75,2.6785714285714284,2.6785714285714284
Telangana,Warangal,506134,17,1.5454545454545454,1.5454545454545454
Telangana,Warangal,506135,20,1.5384615384615385,1.5384615384615385
Telangana,Warangal,506142,17,1.1333333333333333,1.1333333333333333
Telangana,Warangal,506143,11,1.375,1.375
Telangana,Warangal,506144,1,1.0,1.0
Telangana,Warangal,506145,5,1.0,1.0
Telangana,Warangal,506151,19,1.4615384615384615,1.4615384615384615
Telangana,Warangal,506163,6,1.2,1.2
Telangana,Warangal,506164,23,1.7692307692307692,1.7692307692307692
Telangana,Warangal,506165,3,1.0,1.0
Telangana,Warangal,506166,1,1.0,1.0
Telangana,Warangal,506167,39,1.7727272727272727,1.7727272727272727
Telangana,Warangal,506168,9,1.125,1.125
Telangana,Warangal,506169,14,1.2727272727272727,1.2727272727272727
Telangana,Warangal,506172,8,1.0,1.0
Telangana,Warangal,506201,20,1.25,1.25
Telangana,Warangal,506221,63,2.739130434782609,2.739130434782609
Telangana,Warangal,506222,34,1.8888888888888888,1.8888888888888888
Telangana,Warangal,506223,57,1.9,1.9
Telangana,Warangal,506224,12,1.0909090909090908,1.0909090909090908
Telangana,Warangal,506244,139,4.483870967741935,4.483870967741935
Telangana,Warangal,506252,39,1.6956521739130435,1.6956521739130435
Telangana,Warangal,506301,16,1.2307692307692308,1.2307692307692308
Telangana,Warangal,506302,17,1.1333333333333333,1.1333333333333333
Telangana,Warangal,506303,26,1.5294117647058822,1.5294117647058822
Telangana,Warangal,506310,19,1.5833333333333333,1.5833333333333333
Telangana,Warangal,506313,10,1.4285714285714286,1.4285714285714286
Telangana,Warangal,506314,15,1.1538461538461537,1.1538461538461537
Telangana,Warangal,506315,51,2.04,2.04
Telangana,Warangal,506316,21,1.4,1.4
Telangana,Warangal,506317,17,1.7,1.7
Telangana,Warangal,506318,3,1.0,1.0
Telangana,Warangal,506319,5,1.0,1.0
Telangana,Warangal,506324,36,1.8,1.8
Telangana,Warangal,506330,18,1.2,1.2
Telangana,Warangal,506331,37,1.7619047619047619,1.7619047619047619
Telangana,Warangal,506332,32,1.6,1.6
Telangana,Warangal,506342,13,1.3,1.3
Telangana,Warangal,506343,3,1.0,1.0
Telangana,Warangal,506344,5,1.0,1.0
Telangana,Warangal,506345,11,1.2222222222222223,1.2222222222222223
Telangana,Warangal,506347,1,1.0,1.0
Telangana,Warangal,506348,15,1.3636363636363635,1.3636363636363635
Telangana,Warangal,506349,20,1.4285714285714286,1.4285714285714286
Telangana,Warangal,506352,1,1.0,1.0
Telangana,Warangal,506355,34,1.619047619047619,1.619047619047619
Telangana,Warangal,506356,5,1.0,1.0
Telangana,Warangal,506365,37,1.9473684210526316,1.9473684210526316
Telangana,Warangal,506366,4,1.0,1.0
Telangana,Warangal,506367,24,1.263157894736842,1.263157894736842
Telangana,Warangal,506368,46,2.0,2.0
Telangana,Warangal,506369,19,1.5833333333333333,1.5833333333333333
Telangana,Warangal,506370,5,1.25,1.25
Telangana,Warangal,506371,10,1.25,1.25
Telangana,Warangal,506381,21,1.6153846153846154,1.6153846153846154
Telangana,Warangal,506391,9,1.5,1.5
Telangana,Warangal (urban),505476,4,1.3333333333333333,1.3333333333333333
Telangana,Warangal Rural,506005,9,1.2857142857142858,1.2857142857142858
Telangana,Warangal Rural,506006,15,1.0714285714285714,1.0714285714285714
Telangana,Warangal Rural,506112,4,1.0,1.0
Telangana,Warangal Rural,506122,35,1.6666666666666667,1.6666666666666667
Telangana,Warangal Rural,506132,18,1.3846153846153846,1.3846153846153846
Telangana,Warangal Rural,506134,15,1.5,1.5
Telangana,Warangal Rural,506163,2,1.0,1.0
Telangana,Warangal Rural,506164,22,1.4666666666666666,1.4666666666666666
Telangana,Warangal Rural,506310,12,1.2,1.2
Telangana,Warangal Rural,506313,32,1.8823529411764706,1.8823529411764706
Telangana,Warangal Rural,506314,40,2.0,2.0
Telangana,Warangal Rural,506316,4,1.0,1.0
Telangana,Warangal Rural,506319,6,1.0,1.0
Telangana,Warangal Rural,506330,36,1.7142857142857142,1.7142857142857142
Telangana,Warangal Rural,506331,42,1.826086956521739,1.826086956521739
Telangana,Warangal Rural,506332,12,1.2,1.2
Telangana,Warangal Rural,506342,14,1.2727272727272727,1.2727272727272727
Telangana,Warangal Rural,506349,12,1.3333333333333333,1.3333333333333333
Telangana,Warangal Rural,506365,11,1.2222222222222223,1.2222222222222223
Telangana,Warangal Rural,506369,12,1.0909090909090908,1.0909090909090908
Telangana,Warangal Rural,506391,3,1.0,1.0
Telangana,Warangal Urban,505101,4,1.0,1.0
Telangana,Warangal Urban,505102,8,1.0,1.0
Telangana,Warangal Urban,505122,1,1.0,1.0
Telangana,Warangal Urban,505471,2,1.0,1.0
Telangana,Warangal Urban,505480,1,1.0,1.0
Telangana,Warangal Urban,505497,1,1.0,1.0
Telangana,Warangal Urban,506001,20,1.25,1.25
Telangana,Warangal Urban,506002,154,4.666666666666667,4.666666666666667
Telangana,Warangal Urban,506003,17,1.7,1.7
Telangana,Warangal Urban,506004,5,1.25,1.25
Telangana,Warangal Urban,506005,31,1.55,1.55
Telangana,Warangal Urban,506006,33,1.65,1.65
Telangana,Warangal Urban,506007,3,1.0,1.0
Telangana,Warangal Urban,506009,6,1.0,1.0
Telangana,Warangal Urban,506011,4,1.0,1.0
Telangana,Warangal Urban,506013,11,1.375,1.375
Telangana,Warangal Urban,506015,13,1.3,1.3
Telangana,Warangal Urban,506142,13,1.4444444444444444,1.4444444444444444
Telangana,Warangal Urban,506144,1,1.0,1.0
Telangana,Warangal Urban,506145,1,1.0,1.0
Telangana,Warangal Urban,506151,3,1.0,1.0
Telangana,Warangal Urban,506166,6,1.0,1.0
Telangana,Warangal Urban,506370,6,1.0,1.0
Telangana,Warangal Urban,506371,4,1.0,1.0
Telangana,Yadadri.,508101,56,2.0,2.0
Telangana,Yadadri.,508105,42,2.0,2.0
Telangana,Yadadri.,508111,68,2.6153846153846154,2.6153846153846154
Telangana,Yadadri.,508112,63,2.1,2.1
Telangana,Yadadri.,508113,39,1.6956521739130435,1.6956521739130435
Telangana,Yadadri.,508115,35,2.0588235294117645,2.0588235294117645
Telangana,Yadadri.,508116,110,3.793103448275862,3.793103448275862
Telangana,Yadadri.,508126,68,2.3448275862068964,2.3448275862068964
Telangana,Yadadri.,508223,12,1.0,1.0
Telangana,Yadadri.,508252,114,3.6774193548387095,3.6774193548387095
Telangana,Yadadri.,508253,51,2.3181818181818183,2.3181818181818183
Telangana,Yadadri.,508277,98,3.0625,3.0625
Telangana,Yadadri.,508284,63,2.25,2.25
Telangana,Yadadri.,508285,33,1.5,1.5
Telangana,Yadadri.,508286,28,1.5555555555555556,1.5555555555555556
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,396230,716,358.0,358.0
Tripura,Dhalai,799204,17,1.3076923076923077,1.3076923076923077
Tripura,Dhalai,799263,2,1.0,1.0
Tripura,Dhalai,799264,32,1.8823529411764706,1.8823529411764706
Tripura,Dhalai,799273,70,2.3333333333333335,2.3333333333333335
Tripura,Dhalai,799275,215,7.962962962962963,7.962962962962963
Tripura,Dhalai,799278,31,2.066666666666667,2.066666666666667
Tripura,Dhalai,799284,184,6.814814814814815,6.814814814814815
Tripura,Dhalai,799285,21,1.6153846153846154,1.6153846153846154
Tripura,Dhalai,799286,44,1.76,1.76
Tripura,Dhalai,799287,9,1.2857142857142858,1.2857142857142858
Tripura,Dhalai,799288,8,1.3333333333333333,1.3333333333333333
Tripura,Dhalai,799289,118,5.363636363636363,5.363636363636363
Tripura,Dhalai  *,799204,16,2.0,2.0
Tripura,Dhalai  *,799285,1,1.0,1.0
Tripura,Dhalai  *,799289,2,1.0,1.0
Tripura,Gomati,799013,27,1.9285714285714286,1.9285714285714286
Tripura,Gomati,799101,34,1.7,1.7
Tripura,Gomati,799104,23,1.4375,1.4375
Tripura,Gomati,799105,30,1.7647058823529411,1.7647058823529411
Tripura,Gomati,799114,209,8.038461538461538,8.038461538461538
Tripura,Gomati,799116,17,1.8888888888888888,1.8888888888888888
Tripura,Gomati,799120,13,1.4444444444444444,1.4444444444444444
Tripura,Gomati,799125,5,1.25,1.25
Tripura,Khowai,799201,33,1.8333333333333333,1.8333333333333333
Tripura,Khowai,799202,2,2.0,2.0
Tripura,Khowai,799203,14,1.0,1.0
Tripura,Khowai,799205,59,2.269230769230769,2.269230769230769
Tripura,Khowai,799207,28,1.6470588235294117,1.6470588235294117
Tripura,North Tripura,799250,15,1.5,1.5
Tripura,North Tripura,799251,53,2.5238095238095237,2.5238095238095237
Tripura,North Tripura,799253,26,1.5294117647058822,1.5294117647058822
Tripura,North Tripura,799254,20,1.3333333333333333,1.3333333333333333
Tripura,North Tripura,799256,21,1.75,1.75
Tripura,North Tripura,799260,61,2.3461538461538463,2.3461538461538463
Tripura,North Tripura,799261,78,3.0,3.0
Tripura,North Tripura,799262,58,2.32,2.32
Tripura,North Tripura,799263,67,3.0454545454545454,3.0454545454545454
Tripura,North Tripura,799264,35,2.3333333333333335,2.3333333333333335
Tripura,North Tripura,799265,2,1.0,1.0
Tripura,North Tripura,799269,16,1.6,1.6
Tripura,North Tripura,799270,31,1.9375,1.9375
Tripura,North Tripura,799271,238,18.307692307692307,18.307692307692307
Tripura,North Tripura,799277,5,1.0,1.0
Tripura,North Tripura,799279,4,1.3333333333333333,1.3333333333333333
Tripura,North Tripura,799280,11,1.1,1.1
Tripura,North Tripura,799281,9,1.2857142857142858,1.2857142857142858
Tripura,North Tripura,799288,13,1.1818181818181819,1.1818181818181819
Tripura,North Tripura,799290,40,2.3529411764705883,2.3529411764705883
Tripura,Sepahijala,799100,3,1.0,1.0
Tripura,Sepahijala,799102,510,15.454545454545455,15.454545454545455
Tripura,Sepahijala,799103,45,1.9565217391304348,1.9565217391304348
Tripura,Sepahijala,799105,10,1.0,1.0
Tripura,Sepahijala,799115,91,3.3703703703703702,3.3703703703703702
Tripura,Sepahijala,799130,8,1.0,1.0
Tripura,Sepahijala,799131,205,7.321428571428571,7.321428571428571
Tripura,South Tripura,799013,2,1.0,1.0
Tripura,South Tripura,799101,70,2.5925925925925926,2.5925925925925926
Tripura,South Tripura,799104,140,5.6,5.6
Tripura,South Tripura,799105,2,1.0,1.0
Tripura,South Tripura,799108,2,2.0,2.0
Tripura,South Tripura,799114,3,1.0,1.0
Tripura,South Tripura,799116,1,1.0,1.0
Tripura,South Tripura,799120,1,1.0,1.0
Tripura,South Tripura,799125,36,1.8,1.8
Tripura,South Tripura,799141,101,4.208333333333333,4.208333333333333
Tripura,South Tripura,799142,11,1.375,1.375
Tripura,South Tripura,799143,131,4.225806451612903,4.225806451612903
Tripura,South Tripura,799144,80,3.076923076923077,3.076923076923077
Tripura,South Tripura,799145,111,3.8275862068965516,3.8275862068965516
Tripura,South Tripura,799150,11,1.1,1.1
Tripura,South Tripura,799153,8,1.1428571428571428,1.1428571428571428
Tripura,South Tripura,799155,82,3.28,3.28
Tripura,South Tripura,799156,44,2.0952380952380953,2.0952380952380953
Tripura,South Tripura,799157,21,1.3125,1.3125
Tripura,South Tripura,799159,3,1.5,1.5
Tripura,Unakoti,799263,73,4.866666666666666,4.866666666666666
Tripura,Unakoti,799264,62,2.5833333333333335,2.5833333333333335
Tripura,Unakoti,799277,22,1.4666666666666666,1.4666666666666666
Tripura,Unakoti,799279,25,1.3888888888888888,1.3888888888888888
